,text,tone,topic,group_id,comments_cnt:,likes_cnt,reposts_cnt,from_id,post_id,views_cnt
310,"Художник Эдуард Ладелл

Эдвард Ладелл (Edward Ladell, 1821-1886) - британский художник, писавший свои картины в жанре натюрморта. О его жизни совсем мало сведений. Он родился в Колчестере. После многих лет работы в Колчестере, Ладелл переехал на Запад страны, и в конце концов поселился в Эксетере. Эдуард Ладелл был художником-самоучкой, он создал свой стиль натюрморта, который был основан на голландской традиции. Художник выставлялся в Королевской Академии с 1856 по 1886 годы. 
 
Картины Ладелла всегда легко узнаваемы, поскольку в качестве натуры художник почти всегда использовал бокал для вина, плоды, цветы, и иногда гнездо птицы, шкатулки, или срезанный лопух, объекты на мраморном выступе, драпированном восточным ковриком. 
Картины Эдуарда Ладелла хранятся в лондонской Академии художеств. Его работы представлены также в музеях в Бристоле, Колчестере, Эксетере, Харрогите и Шеффилде.

 #живопись #натюрморт #реализм #британскийхудожник #ЭдуардЛаделл",positive,art,2980565,10,321,22,-2980565,243397,11342
311,"Художник Чезаре Агостино Детти (Cesare Agostino Detti, 1847-1914).
«Безопасный проход» (Safe Passage), холст, масло.",positive,art,2980565,1,115,10,-2980565,243391,7702
312,"Я утверждаю: перед вами – самая гениальная картина Рембрандта!

И это – не «Ночной дозор» и не «Даная».

Но я продолжаю настаивать.

Не согласны? Ладно, попробую вас убедить.

Слушайте: молодой Рембрандт изображает Товита с женой. В честь этого персонажа названа отдельна ветхозаветная книга, но радости в том ему было немного: ведь в книге-то описывается, как праведный, милосердный, скорый на помощь соплеменникам Товит внезапно ослеп!

Нищета. Но страшнее – унижение: жена Товита вынуждена черной работой добывать пропитание и себе, и бесполезному мужу.

И вот однажды добрые люди сверх платы подарили ей козленка. О дальнейшем текст Библии рассказывает сухо:

Когда принесли его ко мне, он начал блеять; и я спросил жену: откуда этот козленок? не краденый ли? отдай его, кому он принадлежит! ибо непозволительно есть краденое. Она отвечала: это подарили мне сверх платы. Но я не верил ей и настаивал, чтобы отдала его, кому он принадлежит, и разгневался на нее. А она в ответ сказала мне: где же милостыни твои и праведные дела? вот как все они обнаружились на тебе! (Тов.2:13-14)

Рембрандт сумел за этими простыми словами разглядеть сложную драму абсолютно живых людей!

Он увидел двух сварливых стариков, которые клянут и шпыняют друг друга на каждом шагу. И не потому, что характеры у них тяжелые, а потому что жизнь – тяжелая.

Все мы читали в детстве что-то про добрые морщины вокруг мудрых бабушкиных глаз. И усвоили: старики должны быть мудрыми и любящими. И лишь пройдя половину их жизненного пути, начали понимать: когда колени болят, и в животе сосет, и ноги холодеют, и сил все меньше, а помощи ждать неоткуда, - сложно сберечь доброту внутри.

И Рембрандт это понимает, хоть и молод. И пишет обиду и раздражение на лице жены Товита, уставшей от тяжелой работы, и от жалоб мужа, и от его капризов, и от всего, всего, всего этого.

А сам Товит у него, кажется, по-детски обижен на жену и судорожно молится вслух, лишь бы не слышать ее ворчания.

Знакомая картинка? Живая? Правдивая?

Вопросы риторические: каждому приходилось наблюдать и капризных старцев («Старый – что малый», говорит пословица), и совсем не благостных бабушек, и ругань людей, которые, казалось бы, должны были давно наругаться. Вот они – в жизни; и вот они же – библейские персонажи в картине Рембрандта.

Не каждому удастся так отчетливо рассмотреть характеры, очерченные в одном лишь абзаце, и так правдиво передать их на холсте. В этом гениальность и заключается.

Кстати, одной из задач будущего детского цикла по ветхозаветным сюжетам в живописи будет как раз научить слушателей «двойному видению»: за скупыми строчками различить настоящих людей, и настоящие чувства и характеры разглядеть в картине, и оценить, как точно образ соответствует слову. Ведь в этот момент в зрителе и вспыхивает восхищение!

Удастся ли мне донести это до детей?

Если да, это будет доказательством уже моей гениальности))

P.S.: если вы дочитали этот текст до конца, рискну предположить, что вы любите искусство и хотели бы лучше в нем разбираться, я прав? Если да – я призываю вас подписаться на рассылку ""Разбираемся в искусстве с удовольствием"".

Раз в неделю вам будет приходить статья об искусстве (такая же интересная познавательная, как и вот эта, которую вы читаете). В статьях будет:

- объяснение редких сюжетов
- разбор непонятной иконографии
- забавные и поучительные истории из жизни художников

Если вы стремитесь к непрерывному саморазвитию и интеллектуальному росту - вам это точно будет интересно!

От участия вас отделяют всего два клика:

Первый – по этой ссылке: https://vk.com/app5898182_-81991808#u=1750561&s=736793

Второй – по кнопке «Присоединиться» на открывшейся странице!",positive,art,2980565,8,151,22,-2980565,243388,8103
313,"Вацлав Янса (Václav Jansa, 1859-1913) — чешский художник-пейзажист и иллюстратор; наиболее известен своими акварелями Старого города в Праге.
 
""Улица Йиржска, Прага - Градчаны"" (Jiřská ulice, Praha - Hradčany), 1896 г.",positive,art,2980565,0,199,15,-2980565,243384,8899
314,"Жан-Жозеф-Ксавье Бидо (Jean-Joseph-Xavier Bidauld, 1758-1846) – французский художник-пейзажист неоклассического направления.

""Сабинские горы"" (Les montagnes de Sabine), ок. 1789 г. Масло, бумага на холсте. 36,2 х 46,9 см. Детройтский институт искусств, Детройт, штат Мичиган.

Жан-Жозеф-Ксавье Бидо (Jean-Joseph-Xavier Bidauld, 1758-1846) – французский художник-пейзажист неоклассического направления. Родился 10 апреля 1758 года в Карпентра (Carpentras) в семье часовщика, начальные навыки живописи получил под руководством своего старшего брата пейзажиста Жана-Пьера-Ксавье Бидо (Jean-Pierre-Xavier Bidauld, 1743-1813), затем обучался в Школе изящных искусств Лиона (Ecole des beaux-arts de Lyon), где проникся духом старого голландского пейзажа. 

После окончания учёбы отправился на стажировку в Женеву (Geneve), где опробовал свою кисть на горных пейзажах, в 1783 году поселился в Париже (Paris) и занимался копированием работ голландских мастеров, таких как Николас Бершем (Nicolaes Berchem, 1621-1683) и Пауль Поттер (Paulus Potter, 1625-1654). В 1785 году по протекции своего друга Жозефа Верне (Claude Joseph Vernet, 1714-1789) получил от известного столичного парфюмера Дюлака (Dulac) денежный гранд для поездки в Италию, где писал исключительно пейзажи. 

В 1790 году возвратился во Францию, в 1791 году получил заказ от испанского короля Карла IV на четыре картины для королевского дворца в Аранхуэсе (Aranjuez). В том же году впервые участвовал в Парижском Салоне (Salon de Paris), где выставлялся до 1844 года. В 1807 году представил четыре пейзажа для Елисейского дворца (Palais de l,Elysee, Paris), в 1812 году награждён золотой медалью Салона, с 1817 по 1822 год создал две композиции для Галереи Дианы в Фонтенбло (Galerie de Diane, Fontainbleau). 

В 1818 году получил заказ на два пейзажа для Дворца Мэзон (Chateau de Maison), в 1823 году – член Французского Института (Institut de France) и Академии изящных искусств (Academie des beaux-arts). Под осень жизни не сумел адаптироваться к тенденциям моды, потерял популярность и умер в полной нищете 20 октября 1846 года в Монморанси (Montmorency) в возрасте 88 лет. Шевалье Почётного Легиона (1825 год). 

В настоящее время в экспозиции Музея Поля Гетти (Musee Paul Getty, Los Angeles) и Музея Лувра (Musee du Louvre, Paris) представлены несколько работ Бидо: «Vue prise de Subiaco» (1789 год), «Vue de la ville d,Avezzano, au bord du lac de Cellano, Royaume de Naples» (1789 год), «Vue du pont et d,une partie de la ville de Cava, Royaume de Naples» (1790 год), «Paysage d,Italie» (1793 год), «Vue de l,ile de Sora, Royaume de Naples» (1793 год) и «Vue de l,aqueduct et du mont Ventoux». 

#живопись #пейзаж #французскийхудожник #ЖанЖозефКсавьеБидо",positive,art,2980565,0,104,13,-2980565,243370,6417
315,"Художник Лауриц Андерсен Ринг (Laurits Andersen Ring, 1854-1933).
""Дорога через город. Бальдерсброне"" (Vej gennem byen. Tøbrud. Baldersbrønde), 1913 г. Холст, масло. 40 х 32 см.",positive,art,2980565,0,220,22,-2980565,243361,8288
316,"Каппадокия, Турция 

Каппадокия – полупустынный регион в центральной части Турции. Он известен своими волшебными дымоходами – высокими конусообразными скальными образованиями, которых особенно много в Пашабаге (Долина монахов) и долине Гёреме. Также регион славится своими жилищами бронзового века, которые выдолбили в долинах троглодиты (пещерные люди), а затем использовали в качестве убежищ ранние христиане. В каньоне Ихлара глубиной 100 метров расположено множество высеченных в скалах церквей. 

Фото: Senai Senna",positive,art,2980565,3,354,30,-2980565,243354,12464
317,"Неизвестный художник 19 века. 
""Вид на замок зимой"", холст, масло. 38 х 43,5 см.",positive,art,2980565,3,567,69,-2980565,243353,15336
318,"Художник Иозеф Андреас Вейс (Joseph Andreas Weiss, 1814-1887)
""Новодевичий монастырь. Москва""",positive,art,2980565,2,291,39,-2980565,243346,10432
319,"Художник Карл Хильгерс (Carl Hilgers, 1818-1890).
""Всадник в зимнем пейзаже"" (Rider in a vast winter landscape), холст, масло.

Карл Хильгерс (14 апреля 1818 - 3 декабря 1890) — немецкий художник-пейзажист из дюссельдорфской школы. с 1833 по 1844 Хильгерс учился в Дюссельдорфской Художественной академии у Иоганна Ширмера, а позже ещё несколько лет оставался в его мастерском классе. Среди других представителей дюссельдорфской школы Хильгерс близко дружил с Каспаром Шереном. Этот художник известен своими зимними пейзажами. 

В настоящее время о жизни и работе Карла Хильгерса известно очень мало. Хильгерс много путешествовал по Германии, также был в Голландии, Бельгии и Франции. После странствий он окончательно вернулся в Дюссельдорф, где прожил всю свою оставшуюся жизнь. 
Творчество художника обширно и тематически разнообразно. Но в первую очередь нужно отметить очень романтические, легкие пейзажные мотивы, в том числе зимние пейзажи, и речные сцены, написанные в голландской традиции.

При просмотре картин Хильгерса нельзя не обратить внимание на то, как он писал небо. Во многих его произведениях небу отдана большая часть полотна и написано оно очень выразительно, почти всегда это облачная погода. 
После смерти Карл Хильгерс начал забываться зрителями, и даже сейчас его картины можно встретить на аукционе очень редко. 

#живопись #зимнийпейзаж #немецкийхудожник #КарлХильгерс",positive,art,2980565,1,149,15,-2980565,243333,7750
320,"Художник Чезаре Агостино Детти (Cesare Agostino Detti, 1847-1914)",positive,art,2980565,2,203,28,-2980565,243326,11859
321,"Художник Гвидо Хампе (Guido Hampe, 1839-1902).
""Зимний речной пейзаж"" (Wintry river landscape), 1885 г.

Гвидо Хампе - немецкий художник-пейзажист. Жил и работал в Берлине. С 1862 года выставлялся в Берлинской Академии Художеств. Работал в Германии и Швейцарии. Основным мотивом в творчестве были изображения Швейцарских Альп, где художник проводил много времени. Работал в манере салонного романтического пейзажа. 
Работы художника отличаются виртуозностью в исполнении, классической ясностью композиции, эффектными живописными приёмами, детальной проработкой.

#живопись #зимнийпейзаж #немецкийхудожник #ГвидоХампе",positive,art,2980565,24,1002,79,-2980565,243320,40658
322,"Скульптор Франческо Квироло (Francesco Queirolo, 1704-1762). 
«Избавление от чар», 1757 г. Фрагмент. Материал: мрамор. 

Франческо Квироло (Francesco Queirolo, 1704-1762) - итальянский скульптор генуэзского происхождения, работавший в Риме и Неаполе в период рококо. 
 
Памятник ценен тончайшей работой по мрамору, из которой выполнена и сеть. Квироло был единственным из неаполитанских мастеров, согласившимся на столь тонкую работу.

#скульптура #искусствоИталии #статуя #ФранческоКвироло",positive,art,2980565,6,121,23,-2980565,243318,4999
323,"Баренд Корнелис Куккук (Barend Cornelis Koekkoek, 1803-1862) - голландский художник-пейзажист и литограф.
""Зимний пейзаж"" (Winter Landscape), масло, панель. 33.5 x 46 см. Частная коллекция.",positive,art,2980565,3,218,30,-2980565,243313,7537
324,"Питер Бол (Pieter Boel, 1626-1674) - фламандский художник.
""Натюрморт с глобусом""",positive,art,2980565,6,247,30,-2980565,243300,14084
325,"Художник Степан Владиславович Бакалович (1857-1947). 
""У источника. Алжир"", холст, масло. 
 
Степан Владиславович Бакалович - живописец, работал также в технике офорта. Автор жанровых произведений преимущественно на античные сюжеты, портретист, пейзажист. Учился в Варшавской рисовальной школе, с 1876 года - в Академии художеств. С 1886 года - академик исторической живописи. Жил в Париже, Риме. 

Автор камерных картин на античные темы (""В приемной у Мецената"", 1887, ГТГ). Исполнял офорты. Его работы имеются также в Государственном Русском музее, Киевском музее русского искусства, в музеях Владикавказа, Иванова, Краснодара, Нижнего Новгорода, Омска, Саранска, Саратова, Твери, Ярославля, Харькова и других.

#живопись #польскийхудожник #СтепанВладиславовичБакалович",positive,art,2980565,0,56,7,-2980565,243296,3570
326,"Художник Петер Мёрк Мёнстед (Peder Mørk Mønsted, 1859-1941).
""Летний день у деревенского пруда"", 1922 г. Холст, масло. 70х100 см.",positive,art,2980565,7,796,77,-2980565,243291,23518
327,"Художник Гюстав Кайботт (Gustave Caillebotte, 1848-1894). 
""Рукав Сены в Аржантёе"" (Le Petit bras de la Seine à Argenteuil), ок. 1890 г.

Гюстав Кайботт родился в 1848 году в Париже в семье из высшего парижского общества. Семья Гюстава много времени в летний период проводила в Йере, который находился в 15 км от Парижа, после того как отец в 1860 году купил там поместье. В это же время Гюстав начинает заниматься живописью. На большинстве картин изображены члены семьи Кайботта и их повседневная жизнь. 
 
Кайботт получает юридическое образование и лицензию на практическую деятельность. Совсем скоро после этого он принимает участие во франко-прусской войне, после которой посещает студию художника Леона Бонна, дабы изучать живопись. В 1873 году художник поступает в школу изящных искусств, но учится в ней недостаточно серьезно. В это же время Гюстав знакомится с художниками, которые работают вне рамок официальных французских академий, среди них Эдгар Дега, Джузеппе де Ниттис. 
 
После смерти родителей Гюстав получает солидное состояние, которое позволяет ему полностью посвятить себя живописи и не беспокоиться о том продадутся его картины или нет. Он начинает финансировать выставки импрессионистов, поддерживая коллег и друзей-художников, среди которых числятся Клод Моне, Огюст Ренуар, Камиль Писарро и пр. Он покупает их работы, а в случае с Моне – оплачивает ему аренду студии. Скончался художник в 1894 году, работая в своем саду в Пети-Женвилье.

#живопись #импрессионизм #французскийхудожник #ГюставКайботт",positive,art,2980565,0,187,15,-2980565,243287,7793
328,Художник Бирдж Харрисон (Lovell Birge Harrison; 1854-1929),positive,art,2980565,6,631,57,-2980565,243274,19866
329,"Карл Хильгерс (Carl Hilgers, 1818-1890) - немецкий художник.
""Зимняя лунная ночь"" (Wintry moonlit night), холст, масло. 33,5 х 48 см.",positive,art,2980565,0,306,43,-2980565,243269,11780
330,"Луис Апол (Louis Apol, 1850-1936) - голландский художник. 
""Зимний пейзаж с замком на берегу реки на закате"" (Winter Landscape with a Castle along a River at Sunset).",positive,art,2980565,1,173,25,-2980565,243263,8735
331,"Художник Ашер Браун Дюран (Asher Brown Durand; 1796-1886).
""Застрявший корабль"" (The Stranded Ship), 1844 г. Холст, масло. 94 х 129,5 см. Национальная галерея искусств, Вашингтон.",positive,art,2980565,1,147,24,-2980565,243261,8071
332,"Шарль Мерион (Charles Meryon; 1821-1868) — французский художник и гравёр.
""Апсида собора Парижской Богоматери"" (The Apse of Notre-Dame, Paris), 1954 г. Офорт с гравюрой и сухой иглой на верженой бумаге. 16.5 x 30 см. Музей Метрополитен, Нью-Йорк.

Шарль Мерион родился в Париже 23 ноября 1821 года. Внебрачный сын оперной танцовщицы из Парижа и британского медика Чарльза Льюиса Мериона, окончил школу морских офицеров, в которую поступил в 1837 году. На судах «Алжир», а после «Монтебелло» он посетил Алжир, Тунис, Смирну, Афины, Аргос; на борту корвета «Рейн» совершил плавание к берегам Новой Зеландии, Новой Каледонии, Океании. Во время этого последнего путешествия, поражённый видами Новой Зеландии, пристрастился к рисованию. 

В 1847 году он оставил флот по состоянию здоровья в звании лейтенанта и остался в Париже, чтобы посвятить себя живописи. «Возможно, это сделает меня несчастным, но если я поступлю иначе, я буду жалеть всю оставшуюся жизнь», — писал он. Учился в Лувре, копируя работы Жака-Луи Давида, голландских художников. Обнаружив, что он дальтоник, обратился к гравюре, которую изучал под руководством своего друга — гравёра Эжена Блери, преподававшего ему методы офорта. 

Для печати Мерион предпочитал зеленоватую бумагу XVIII века, тонкую голландскую и цветную японскую бумагу. «Мой дефект зрения таков, что я предпочитаю красоты чёрно-белых гравюр с их градацией серого ярким краскам живописных полотен», — признавался художник. Подружился с графиком и художником-импрессионистом Феликсом Бракмоном, тот оставил его портрет. 
 
В 1858 году у Мериона случается первый приступ депрессии, и его помещают в приют Charenton. После криза он вновь возвращается к офорту, но его работы лишаются прежнего блеска. В 1861 году он работал в Офортном фонде Парижа, но его состояние всё ухудшалось. Мерион закончил свою жизнь в приюте Charenton 13 февраля 1868 года, куда был помещён вследствие серьёзного душевного расстройства (депрессия, галлюцинации, мания преследования) в возрасте 46 лет. 

Памятник Шарлю Мериону в Акароа, Новая Зеландия (Южный остров) 
Офорты, посвящённые Парижу, созданные в 1850-1854 годах — самое значительное из работ Мериона (исследователи говорят о «мерионовском Париже»). Его офортами с видами Парижа восхищались Гюго, Бодлер, Ван Гог, Пьер Жан Жув. Виктор Гюго, сам замечательный рисовальщик, писал Бодлеру: «Поскольку Вы знакомы с Мерионом, скажите ему, что его офорты с их светотенью, сиянием и мраком совершенно ослепили меня».",positive,art,2980565,1,82,14,-2980565,243259,6632
333,"Художник Мозе Бьянки (Mosè Bianchi, 1840-1904).
""По дороге к церкви Вилласанта"" (Sulla strada per la chiesa di Villasanta), 1890 г. 

Мозе Бьянки (Mosè Bianchi, 1840-1904) - итальянский художник и гравер. 
Был участником течения скапильятуры.
Само название движения — от итальянского «scapigliato» («содружество растрёпанных») — означало «растрёпанность» чувств, обманутость ожиданий. Среди его участников были художники, скульпторы, писатели, составившие оппозицию салонному буржуазному искусству и искавшие новые принципы изобразительного языка.

Художниками-участниками скапильятуры владел дух бунтарства не только в выборе темы, но и в вопросах техники: они, опираясь на традиции северной Италии, обращались к технике динамичного мазка-пятна, экспрессивной лепке, подчеркивающей текучее и живописное распределение светотени, преодолевали приёмы академической выписанности с помощью энергичных точечных мазков, тем самым стремясь найти эффектные цветовые сочетания.

#живопись #скапильятура #итальянскийхудожник #МозеБьянки",positive,art,2980565,0,141,12,-2980565,243255,7280
334,"Художник Клод Моне (Claude Monet, 1840-1926).
""Женщины в саду"" (Femmes au jardin), 1866 г. Холст, масло. 255 х 205 см. Музей д’Орсе, Париж.",positive,art,2980565,2,315,28,-2980565,243248,11367
335,"Художник Камиль Писсарро (Camille Pissarro, 1830-1903). 
""Улица Эписери, Руан (эффект солнечного света)"" / Rue de l'Épicerie, Rouen (Effect of Sunlight), 1898 г. Холст, масло. 81 х 65 см. Метрополитен-музей, Нью-Йорк.

Впервые Писсарро случилось работать в Руане в 1883 году, но он дважды (в 1896 и 1898 гг.) возвращался сюда, вдохновлённый серией картин Клода Моне, посвящённых Руанскому собору, о которых сам Камиль отзывался крайне восторженно. Во время своего последнего пребывания в Руане, с июля по октябрь 1898, он, согласно собственным словам, «распознал все возможные местные сюжеты и темы для картин». 

Как бы то ни было, Писсарро написал множество схожих городских пейзажей, оттачивая мастерство, с целью найти совершенно новые виды Руана, доселе никем не изображённые. 19 августа 1898 году он напишет в письме своему сыну Люсьену: «Вчера я нашёл прекрасное место, с которого я могу нарисовать и улицу Эписери, и даже рынок, который каждую пятницу собирается на площади От-Вьей-Тур». В конце концов Писсарро напишет три вида улицы Эписери, однако «Руан, улица Эписери (эффект солнечного света)» окажется единственной, запечатлевшей рынок в живом движении.

#живопись #художник #импрессионизм #КамильПиссарро",positive,art,2980565,2,185,11,-2980565,243244,7801
336,"Художник Петер Мёрк Мёнстед (Peder Mørk Mønsted, 1859-1941).
""Весенний день в лесу"", 1902 г. Холст, масло. 90 х 150 см.",positive,art,2980565,1,226,42,-2980565,243238,9607
337,"Художник Нарсис Диас (Narcisso Virgilio Díaz de la Peña, 1807-1876). 
""Опушка леса"" (The Edge Of The Woods), 1872 г.

Нарсис Диас (Нарсис Виргилио Диас де ла Пенья фр. Narcisso Virgilio Díaz de la Peña, 1807-1876) — французский живописец, представитель барбизонской школы. Родился в семье испанских эмигрантов; осиротел в десятилетнем возрасте. Воспитывался в Беллевью близ Парижа протестантским священником. После того как был укушен змеёй, потерял ногу. Как художник был самоучкой, первоначально занимался росписью по фарфору. 
 
Под влиянием живописи Эжена Делакруа примкнул к романтическому направлению. Особенно тщательно художник изучал манеру письма Антонио да Корреджо. Впервые выставил в Парижском салоне свои пейзажные картины, написанные с натуры в окрестностях французской столицы и в лесу Фонтенбло. Пейзажи являлись постоянной и главной темой всего творчества художника. В них он часто вносил мифологический или романтический элемент (сценки с нимфами, амурами, кентаврами, цыганами). В 1844 году в Парижском салоне выставил свою картину Обретение родины чехами, посвящённую легендарной истории Чехии. 
 
В 1837 году присоединился к художникам-барбизонцам. Был другом таких живописцев, как Теодор Руссо, Ж.-Ф. Милле, Гюстав Курбе. С последним в 1862 году совершил поездку «на этюды» к побережью Нормандии. Диаз поддерживал дружеские отношения также и со многими импрессионистами. В его поздних работах также чувствуется влияние импрессионизма. Несмотря на своих многочисленных друзей-импрессионистов, он не был участником первой выставки художников-импрессионистов в 1874 году в Париже, возможно, из-за болезни «хронического бронхита» (туберкулез): болезни, которая унесёт его жизнь через два года.

#живопись #пейзаж #французскийхудожник #НарсисДиас",positive,art,2980565,5,126,7,-2980565,243227,7951
338,"Художник Уильям Брэдфорд (William Bradford, 1823-1892). 
""Инцидент с китобойным промыслом"" (An Incident Of Whaling), ок. 1860 г. Холст, масло. 55.9 x 91.4 см. Музей Метрополитен, Нью-Йорк.

Уильям Брэдфорд - американский художник романтик, фотограф и исследователь, родом из Fairhaven, штат Массачусетс, недалеко от Нью-Бедфорд. 
Известен своими картинами судов, кораблей и арктических морских пейзажей. Сам Брэдфорд участвовал в нескольких арктических экспедициях и стал первым американским художником, который изображал регионы Севера. В Лондоне в 1873 году он опубликовал отчет о своих поездках на Север, иллюстрированный фотографиями и картинами. Уильям Брэдфорд был членом художественной школы реки Гудзон.

#живопись #американскийхудожник #УильямБрэдфорд",positive,art,2980565,2,181,21,-2980565,243213,9535
339,"Художник Виктор Герье (Victor Guerrier, 1893-1968)
«Рандеву» (Rendez-vouz)

Художник Виктор Герье (Victor Guerrier, 1893-1968) - французский художник. Родился и большую часть жизни провёл в городе Лионе. Он начинал, как художник-иллюстратор, а потом стал писать картины из парижской жизни периода Прекрасной эпохи (Belle Époque). И именно эти картины сделали его знаменитым - прогуливающиеся элегантные пары и дамы на улицах Парижа, уютные парижские кафе и фешенебельные рестораны, театры и набережные. 

#живопись #французскийхудожник #ВикторГерье",positive,art,2980565,18,722,70,-2980565,243202,22161
340,"Художник Чайлд Фредерик Хассам (Childe Frederick Hassam, 1859-1935). 
«Улица Монмартр, Париж» (Rue Montmartre, Paris), ок. 1888 г.",positive,art,2980565,3,499,50,-2980565,243196,17451
341,"Художник Эжен Гальен-Лалу (Eugène Galien-Laloue, 1854-1941)",positive,art,2980565,2,318,33,-2980565,243190,14702
342,"Юхан Ито (Yūhan Itō, 1882-1951) - японский художник. 
""Тэннодзи в снегу"" (Tennōji in the Snow), 1930-е.",positive,art,2980565,1,471,51,-2980565,243186,14568
343,"Художник Густав Фьестад (Gustaf Fjæstad, 1868-1948)",positive,art,2980565,3,189,21,-2980565,243182,9741
344,"Художник Максфилд Пэрриш (Maxfield Parrish, 1870-1966).
«Ферма на вершине холма, зима» (Hilltop Farm, Winter), 1949 г. Фрагмент. Масло на мазоните. Музей изящных искусств, Бостон.",positive,art,2980565,14,747,106,-2980565,243165,20645
345,"Скульптор Хирам Пауэрс (Hiram Powers, 1805-1873).
""Бюст Дианы"" (Bust of Diana), 1853 г. Смитсоновский музей американского искусства, Вашингтон.

Хирам Пауэрс — американский неоклассический скульптор. Родился в семье фермера. В 1818 году его отец переехал жить в Огайо, где поселился в шести милях от Цинциннати, и Пауэрс учился там в школе в течение года. После окончания школы он нашел работу суперинтендантом в читальном зале главной гостиницы города, но вскоре, по его собственным словам, был вынужден покинуть это место, так как денег не хватало на одежду и обувь, и он стал клерком в универсальном магазине. 
 
В возрасте 17 лет Хирам стал помощником Лумана Уотсона, часовщика из Цинциннати. Работая с ним, Хирам получил квалификацию в области моделирования фигур. В 1826 году Пауэрс стал частым гостем в студии Фредерика Экштейна, и сразу загорелся сильной страстью к искусству скульптуры. В 1837 году он поселился в Флоренции, где и оставался до самой своей смерти, хотя иногда выезжал путешествовать в Англию. Похоронен на Английском кладбище во Флоренции.

#скульптура #неоклассицизм #скульптор #ХирамПауэрс",positive,art,2980565,4,346,34,-2980565,243158,13622
346,"Художник Нильс Ганс Кристиансен (Nils Hans Christiansen, 1850-1922)
""Снежная сцена – парк Уонстед"" (Snow Scene-Wanstead Park)",positive,art,2980565,3,257,33,-2980565,243152,9425
347,"Художница Жанна Амато (Jeanne Amato, р. 1962).
""Зимняя дорога в сумерках"" (Winter Road at Dusk), 2014 г.",positive,art,2980565,2,164,22,-2980565,243149,10387
348,"Арман Жюльен Пальер (Armand Julien Pallière, 1784-1862) - французский художник. 
""Галерея Аполлона, Лувр"" (Gallery of Apollon Museum of Louvre), 1850 г.",positive,art,2980565,1,139,27,-2980565,243145,7579
349,"Художник Иозеф Андреас Вейс (1814-1887).
""Иван Великий"", 1852 г. Бумага, акварель.

Иозеф Андреас Вейс (Joseph Andreas Weiss) - мюнхенский живописец архитектурных видов, ученик известного Квальо. Обратив на себя внимание герцога Максимилиана Лейхтенбергского, прибыл с ним в Санкт-Петербург и отсюда сделал несколько поездок с художественною целью по России. В 1852 году, за представленные им виды Москвы, Императорская Академия художеств признала его своим почетным вольным общником. По возвращении в Мюнхен Вейс продолжал писать русские виды (""Исакиевского собора"" и ""Московского Кремля"", у ее величества королевы Вюртембергской Ольги Николаевны).

#живопись #немецкийхудожник #ИозефАндреасВейс",positive,art,2980565,3,173,13,-2980565,243143,8555
